Chr	Start	End	Length	Midpoint	PanHits	Feature_name	Name	Type	Direction	WatsonHpM	CrickHpM	TotalHpM	BGHpM	Total-BGHpM	WatsonHpM300	CrickHpM300	TotalHpM300	BGHpM300	Total-BGHpM300	NormHpM	NormHpM300
7	114793	114959	167	114880	350	YGLWdelta3	null	divergent	-,+	114.99	57.74	172.74	0.55	172.19	115.98	64.16	180.14	2.54	177.6	194.86	190.32
7	115376	115899	524	115641.5	769	YGLWdelta3	null	divergent	-,+	156.45	223.08	379.53	1.73	377.8	158.43	227.03	385.46	3.72	381.74	427.54	409.07
7	120958	121225	268	121095.5	774	YGL201C	MCM6	directional	-,-	286.25	95.75	382	0.89	381.11	288.72	102.66	391.38	2.87	388.51	431.29	416.32
7	121805	122575	772	122194.5	1018	YGL200C	EMP24	directional	-,-	231.47	270.95	502.42	2.55	499.87	232.95	273.42	506.37	4.54	501.83	565.68	537.77
7	123339	123586	248	123467.5	2253	YGL198W	YIP4	divergent	-,+	430.37	681.58	1111.95	0.82	1111.13	432.84	684.54	1117.38	2.81	1114.57	1257.42	1194.38
7	124247	124504	258	124380.5	1075	YGL198W	YIP4	directional	+,+	239.86	290.7	530.56	0.85	529.7	244.8	298.1	542.89	2.84	540.06	599.45	578.73
7	129565	129721	157	129648	138	YGL196W	DSD1	directional	+,+	29.12	38.99	68.11	0.52	67.59	46.39	52.32	98.71	2.5	96.2	76.49	103.09
7	131317	131382	66	131355.5	56	YGL195W	GCN1	directional	+,+	15.3	12.34	27.64	0.22	27.42	17.77	17.27	35.04	2.2	32.84	31.03	35.19
7	141769	142167	399	141974	667	YGL193C	null	NA	NA	166.32	162.87	329.19	1.32	327.87	170.27	164.84	335.11	3.31	331.81	371.04	355.57
7	144237	144726	490	144487.5	374	YGL191W	COX13	directional	+,+	88.84	95.75	184.58	1.62	182.96	94.76	100.19	194.95	3.61	191.34	207.05	205.04
7	147836	148065	230	147956.5	148	YGL189C	RPS26A	directional_overlapping	-,-	31.09	41.95	73.04	0.76	72.28	45.41	60.71	106.11	2.75	103.36	81.8	110.77
7	156345	156390	46	156373.5	37	YGL183C	MND1	directional	-,-	8.88	9.38	18.26	0.15	18.11	21.72	26.16	47.87	2.14	45.74	20.49	49.01
7	157404	157713	310	157564.5	124	YGL183C	MND1	divergent	-,+	42.44	18.75	61.2	1.03	60.17	47.87	21.72	69.59	3.01	66.58	68.1	71.35
7	159227	159509	283	159374	313	YGL181W	GTS1	directional	+,+	59.22	95.25	154.48	0.94	153.54	69.59	103.15	172.74	2.92	169.82	173.76	181.98
7	165220	165632	413	165432	509	YGL179C	TOS3	divergent	-,+	145.59	105.62	251.21	1.37	249.85	148.06	111.54	259.6	3.35	256.25	282.74	274.6
7	165958	166844	887	166407	2291	YGL178W	MPT5	divergent	-,+	505.88	624.82	1130.7	2.94	1127.77	508.84	631.24	1140.08	4.92	1135.16	1276.25	1216.44
7	167506	167717	212	167617.5	249	YGL178W	MPT5	NA	NA	62.68	60.21	122.89	0.7	122.19	64.65	62.68	127.33	2.69	124.65	138.28	133.57
7	174345	174548	204	174452.5	255	YGL174W	BUD13	divergent	-,+	75.02	50.83	125.85	0.68	125.18	81.93	56.26	138.19	2.66	135.53	141.66	145.24
7	174942	175038	97	174996	65	YGL174W	BUD13	NA	NA	13.82	18.26	32.08	0.32	31.76	29.12	28.13	57.25	2.31	54.94	35.94	58.88
7	180314	180667	354	180496.5	653	YGL172W	NUP49	divergent	-,+	131.28	191	322.28	1.17	321.11	136.22	195.44	331.66	3.16	328.5	363.39	352.02
7	182184	182258	75	182227	85	YGL172W	NUP49	directional	+,+	25.17	16.78	41.95	0.25	41.7	28.63	18.26	46.89	2.23	44.65	47.19	47.85
7	185828	185954	127	185897	121	tK(CUU)G2	null	divergent	-,+	26.65	33.07	59.72	0.42	59.3	34.55	40.47	75.02	2.41	72.61	67.11	77.81
7	190253	190358	106	190311.5	105	YGL167C	PMR1	NA	NA	29.12	22.7	51.82	0.35	51.47	30.6	28.13	58.73	2.34	56.4	58.25	60.43
7	190889	191106	218	191003.5	354	YGL166W	CUP2	divergent_overlapping	-,+	115.98	58.73	174.71	0.72	173.99	118.94	62.19	181.13	2.71	178.42	196.9	191.2
7	191820	191972	153	191902	156	YGL164C	YRB30	convergent	+,-	35.53	41.46	76.99	0.51	76.49	37.51	44.42	81.93	2.49	79.44	86.56	85.12
7	196570	197956	1387	197269	4875	YGL163C	RAD54	divergent	-,+	1169.69	1236.32	2406.01	4.59	2401.42	1175.61	1244.71	2420.32	6.57	2413.75	2717.6	2586.58
7	200234	200428	195	200337	561	YGL161C	YIP5	divergent	-,+	171.75	105.12	276.88	0.65	276.23	174.22	109.57	283.79	2.63	281.16	312.6	301.29
7	205683	205748	66	205721.5	56	tL(CAA)G1	null	directional	+,+	20.73	6.91	27.64	0.22	27.42	33.56	21.72	55.28	2.2	53.07	31.03	56.87
7	206075	206751	676	206418.5	779	YGL158W	RCK1	directional	+,+	188.04	196.43	384.47	2.24	382.23	198.9	203.83	402.73	4.22	398.51	432.56	427.04
7	208759	208866	108	208817.5	63	YGL157W	null	directional	+,+	18.26	12.83	31.09	0.36	30.74	26.16	18.75	44.91	2.34	42.57	34.78	45.62
7	210106	210309	204	210212.5	264	YGL157W	null	directional	+,+	53.8	76.5	130.29	0.68	129.62	58.24	83.41	141.65	2.66	138.99	146.69	148.94
7	216068	216238	171	216158	186	YGL154C	LYS5	divergent	-,+	46.89	44.91	91.8	0.57	91.23	50.34	50.83	101.18	2.55	98.62	103.24	105.69
7	217292	217465	174	217383.5	288	YGL153W	PEX14	directional	+,+	65.15	76.99	142.14	0.58	141.56	67.62	78.97	146.58	2.56	144.02	160.2	154.33
7	225690	226346	657	226023	2234	YGL148W	ARO2	divergent	-,+	459.98	642.59	1102.57	2.17	1100.4	466.4	651.47	1117.87	4.16	1113.71	1245.28	1193.46
7	229823	230156	334	229994.5	374	YGL145W	TIP20	divergent	-,+	78.97	105.62	184.58	1.11	183.48	85.88	107.59	193.47	3.09	190.38	207.64	204.01
7	234542	234728	187	234640	221	YGL143C	MRF1	directional	-,-	72.55	36.52	109.07	0.62	108.45	76.5	41.95	118.45	2.6	115.85	122.73	124.14
7	236008	236130	123	236074	121	YGL143C	MRF1	directional	-,-	38	21.72	59.72	0.41	59.31	48.37	35.04	83.41	2.39	81.02	67.12	86.82
7	238158	238296	139	238232	102	YGL142C	GPI10	divergent	-,+	23.69	26.65	50.34	0.46	49.88	28.13	31.59	59.72	2.45	57.27	56.45	61.37
7	245192	245396	205	245299	463	YGL140C	null	divergent	-,+	120.42	108.09	228.51	0.68	227.83	124.37	119.93	244.3	2.66	241.64	257.83	258.94
7	249569	249823	255	249701	960	YGL138C	null	divergent	-,+	316.85	156.95	473.8	0.84	472.96	318.33	159.91	478.24	2.83	475.41	535.23	509.45
7	253938	254510	573	254229	1182	YGL136C	MRM2	divergent	-,+	193.47	389.9	583.36	1.9	581.47	193.47	393.35	586.82	3.88	582.94	658.03	624.68
7	255317	255516	200	255421.5	470	YGL135W	RPL1B	directional	+,+	109.57	122.4	231.96	0.66	231.3	112.53	122.89	235.42	2.65	232.77	261.76	249.44
7	257264	257491	228	257382.5	298	YGL133W	ITC1	directional	+,+	69.1	77.98	147.08	0.75	146.32	71.56	80.94	152.5	2.74	149.76	165.59	160.49
7	269153	269325	173	269245	371	YGL128C	CWC23	directional	-,-	136.22	46.89	183.1	0.57	182.53	140.66	52.32	192.97	2.56	190.42	206.56	204.05
7	270831	270976	146	270909.5	247	YGL126W	SCS3	divergent	-,+	68.6	53.3	121.9	0.48	121.42	74.03	57.25	131.28	2.47	128.81	137.41	138.04
7	271281	272361	1081	271827	3921	YGL126W	SCS3	NA	NA	1085.79	849.38	1935.17	3.58	1931.6	1093.19	855.31	1948.5	5.56	1942.94	2185.92	2082.06
7	272927	273027	101	272983	81	YGL125W	MET13	NA	NA	22.21	17.77	39.98	0.33	39.64	29.12	27.64	56.76	2.32	54.44	44.86	58.34
7	277103	277368	266	277241.5	591	YGL123W	RPS2	divergent	-,+	174.71	116.97	291.68	0.88	290.8	180.64	122.89	303.53	2.87	300.66	329.09	322.19
7	280626	280762	137	280700	113	YGL121C	GPG1	directional	-,-	14.31	41.46	55.77	0.45	55.32	14.81	46.39	61.2	2.44	58.76	62.6	62.97
7	284100	284166	67	284139	53	YGL120C	PRP43	divergent	-,+	16.78	9.38	26.16	0.22	25.94	31.59	22.21	53.8	2.21	51.59	29.35	55.28
7	287149	287329	181	287245	142	tW(CCA)G1	null	directional	+,+	27.14	42.94	70.08	0.6	69.48	33.56	52.81	86.37	2.58	83.79	78.63	89.78
7	288192	288401	210	288302.5	399	ARS715	null	directional	+,+	72.55	124.37	196.92	0.69	196.23	76.5	129.8	206.3	2.68	203.62	222.06	218.2
7	289419	289571	150	289499.5	117	YGL117W	null	directional	+,+	39.98	17.77	57.74	0.5	57.25	42.44	21.22	63.67	2.48	61.18	64.79	65.57
7	291720	291779	60	291752.5	48	YGL116W	CDC20	directional	+,+	13.82	9.87	23.69	0.2	23.49	24.18	18.75	42.94	2.18	40.75	26.58	43.67
7	293049	293199	151	293127	212	YGL115W	SNF4	directional	+,+	52.32	52.32	104.63	0.5	104.13	65.64	59.22	124.87	2.49	122.38	117.84	131.14
7	295710	295821	112	295768.5	105	YGL114W	null	directional	+,+	25.17	26.65	51.82	0.37	51.45	26.65	29.12	55.77	2.36	53.41	58.23	57.24
7	299798	299877	80	299840.5	59	YGL112C	TAF6	divergent	-,+	16.29	12.83	29.12	0.26	28.85	20.73	18.75	39.48	2.25	37.23	32.65	39.9
7	303481	303584	104	303535.5	78	YGL108C	null	directional	-,-	21.72	16.78	38.5	0.34	38.15	36.03	33.56	69.59	2.33	67.26	43.18	72.08
7	304133	304275	143	304207	113	YGL107C	RMD9	directional	-,-	28.63	27.14	55.77	0.47	55.3	32.57	31.09	63.67	2.46	61.21	62.58	65.59
7	306325	306550	226	306440.5	741	YGL106W	MLC1	divergent	-,+	124.87	240.85	365.71	0.75	364.97	126.84	241.34	368.18	2.73	365.45	413.02	391.62
7	307180	307364	185	307275	441	YGL105W	ARC1	directional	+,+	142.63	75.02	217.65	0.61	217.04	145.59	77.49	223.08	2.6	220.48	245.62	236.27
7	310262	310376	115	310322	93	YGL104C	VPS73	divergent	-,+	21.22	24.68	45.9	0.38	45.52	47.87	75.02	122.89	2.37	120.53	51.51	129.16
7	310598	310797	200	310700.5	229	YGL103W	RPL28	divergent	-,+	37.02	76.01	113.02	0.66	112.36	58.73	107.1	165.83	2.65	163.18	127.15	174.87
7	320965	321131	167	321051	151	YGLCtau3	null	directional	+,+	29.61	44.91	74.52	0.55	73.97	34.55	50.34	84.89	2.54	82.35	83.71	88.25
7	321506	321648	143	321580	106	YGL097W	SRM1	directional	+,+	26.65	25.66	52.32	0.47	51.84	30.6	38.5	69.1	2.46	66.64	58.67	71.41
7	324701	325068	368	324887.5	200	YGL096W	TOS8	directional	+,+	56.26	42.44	98.71	1.22	97.49	66.63	51.82	118.45	3.2	115.25	110.33	123.5
7	326406	326541	136	326476.5	94	YGL096W	TOS8	convergent	+,-	14.81	31.59	46.39	0.45	45.94	25.17	43.43	68.6	2.44	66.17	51.99	70.9
7	330699	330893	195	330799	347	YGL095C	VPS45	directional	-,-	68.11	103.15	171.26	0.65	170.61	70.58	105.12	175.7	2.63	173.07	193.08	185.46
7	334634	334848	215	334744	371	YGL093W	SPC105	divergent	-,+	88.34	94.76	183.1	0.71	182.39	89.82	96.73	186.56	2.7	183.86	206.41	197.03
7	337641	337755	115	337701	98	YGL093W	SPC105	directional	+,+	28.63	19.74	48.37	0.38	47.99	30.6	21.72	52.32	2.37	49.95	54.3	53.53
7	343110	343313	204	343214.5	229	YGL090W	LIF1	divergent	-,+	47.38	65.64	113.02	0.68	112.35	53.3	69.59	122.89	2.66	120.23	127.14	128.84
7	345757	345959	203	345861	280	snR10	SNR10	directional	-,-	74.52	63.67	138.19	0.67	137.52	85.88	71.56	157.44	2.66	154.78	155.63	165.87
7	346942	347158	217	347053	281	YGL086W	MAD1	divergent	-,+	77.49	61.2	138.68	0.72	137.97	78.97	65.15	144.11	2.7	141.41	156.13	151.54
7	352364	352986	623	352678	1191	YGL084C	GUP1	divergent	-,+	294.64	293.16	587.81	2.06	585.75	298.1	295.63	593.73	4.05	589.68	662.87	631.91
7	355553	355759	207	355659	400	YGL082W	null	directional	+,+	121.41	76.01	197.42	0.68	196.73	122.89	78.97	201.86	2.67	199.19	222.63	213.45
7	357078	357319	242	357201.5	473	YGL081W	null	directional	+,+	121.9	111.54	233.44	0.8	232.64	133.75	120.92	254.67	2.79	251.88	263.27	269.92
7	357669	357794	126	357734.5	110	YGL081W	null	NA	NA	18.75	35.53	54.29	0.42	53.87	30.6	40.96	71.56	2.4	69.16	60.97	74.11
7	358345	358552	208	358451.5	202	YGL081W	null	directional	+,+	47.38	52.32	99.7	0.69	99.01	55.28	65.15	120.42	2.67	117.75	112.04	126.18
7	364115	364268	154	364194.5	120	YGL076C	RPL7A	directional	-,-	41.95	17.27	59.22	0.51	58.72	44.42	18.26	62.68	2.49	60.18	66.45	64.49
7	366265	366310	46	366290.5	53	snR39B	SNR39B	directional	-,-	16.78	9.38	26.16	0.15	26.01	29.61	15.79	45.41	2.14	43.27	29.43	46.37
7	368277	368689	413	368486	601	YGL073W	HSF1	divergent	-,+	145.1	151.52	296.62	1.37	295.25	147.57	154.48	302.05	3.35	298.69	334.13	320.08
7	371165	371498	334	371334.5	840	YGL073W	HSF1	directional	+,+	237.89	176.69	414.57	1.11	413.47	246.28	187.55	433.82	3.09	430.73	467.91	461.57
7	374915	375045	131	374983	147	YGL068W	MNP1	divergent	-,+	26.16	46.39	72.55	0.43	72.12	28.13	49.35	77.49	2.42	75.07	81.61	80.44
7	375940	375964	25	375955	32	YGL067W	NPY1	directional	+,+	0.99	14.81	15.79	0.08	15.71	8.88	26.16	35.04	2.07	32.97	17.78	35.33
7	377249	377386	138	377320.5	131	YGL067W	NPY1	directional	+,+	41.95	22.7	64.65	0.46	64.2	42.44	25.17	67.62	2.44	65.17	72.65	69.84
7	382001	382073	73	382040	47	YGL064C	MRH4	NA	NA	5.92	17.27	23.2	0.24	22.95	12.34	24.18	36.52	2.23	34.3	25.98	36.75
7	383275	383422	148	383351.5	318	YGL064C	MRH4	divergent	-,+	108.09	48.86	156.95	0.49	156.46	115.49	60.21	175.7	2.48	173.23	177.06	185.63
7	383757	384318	562	384040.5	741	YGL063W	PUS2	NA	NA	186.06	179.65	365.71	1.86	363.85	214.69	194.45	409.15	3.85	405.3	411.76	434.32
7	384569	385067	499	384821	715	YGL063W	PUS2	directional	+,+	176.69	176.19	352.88	1.65	351.23	196.92	186.06	382.99	3.64	379.35	397.47	406.51
7	392013	392108	96	392065.5	78	YGL060W	YBP2	directional	+,+	26.16	12.34	38.5	0.32	38.18	30.11	15.3	45.41	2.3	43.1	43.21	46.19
7	393688	393919	233	393809	575	YGL059W	PKP2	directional	+,+	192.97	90.81	283.79	0.77	283.01	194.45	91.8	286.25	2.76	283.5	320.28	303.8
7	397717	398432	713	398079	5013	YGL056C	SDS23	divergent	-,+	1071.48	1402.15	2473.63	2.36	2471.27	1072.96	1409.06	2482.02	4.34	2477.67	2796.64	2655.08
7	405554	405656	103	405608	132	tR(UCU)G1	null	directional	+,+	29.61	35.53	65.15	0.34	64.81	39.98	41.46	81.43	2.33	79.11	73.34	84.77
7	411332	411460	129	411399	116	YGL048C	RPT6	divergent	-,+	25.66	31.59	57.25	0.43	56.82	27.14	33.56	60.71	2.41	58.29	64.31	62.47
7	413227	413598	370	413415	1147	YGLWdelta10	null	directional	+,+	217.65	348.44	566.09	1.22	564.87	225.05	358.31	583.36	3.21	580.16	639.24	621.7
7	417312	417453	142	417386.5	139	YGL043W	DST1	divergent	-,+	42.44	26.16	68.6	0.47	68.13	43.93	30.11	74.03	2.46	71.58	77.1	76.7
7	420747	420925	179	420842	250	ARS718	null	divergent	-,+	73.04	50.34	123.39	0.59	122.79	81.43	58.24	139.67	2.58	137.09	138.96	146.91
7	423241	423385	145	423319	150	tL(CAA)G2	SUP54	divergent	-,+	31.09	42.94	74.03	0.48	73.55	34.55	48.86	83.41	2.47	80.94	83.24	86.74
7	427034	427149	116	427097.5	79	YGL037C	PNC1	directional	-,-	26.16	12.83	38.99	0.38	38.61	32.57	19.74	52.32	2.37	49.95	43.69	53.52
7	428093	428549	456	428326.5	2446	YGL036W	null	divergent	-,+	330.67	876.53	1207.2	1.51	1205.69	334.13	877.52	1211.64	3.49	1208.15	1364.44	1294.66
7	433190	433498	309	433349	747	YGL035C	MIG1	divergent	-,+	159.41	209.26	368.67	1.02	367.65	166.32	224.07	390.39	3.01	387.38	416.06	415.12
7	443360	443612	253	443491	544	YGL027C	CWH41	directional	-,-	115.49	153	268.49	0.84	267.65	118.94	156.95	275.89	2.82	273.07	302.89	292.62
7	446225	446315	91	446275	55	YGL027C	CWH41	directional	-,-	12.83	14.31	27.14	0.3	26.84	19.74	21.72	41.46	2.29	39.17	30.38	41.98
7	448585	448779	195	448687	288	YGL025C	PGD1	directional	-,-	80.94	61.2	142.14	0.65	141.49	84.4	67.62	152.01	2.63	149.38	160.12	160.08
7	449959	450166	208	450067.5	476	YGL025C	PGD1	directional	-,-	100.68	134.24	234.93	0.69	234.24	108.09	141.65	249.73	2.67	247.06	265.08	264.75
7	452086	452342	257	452219	2046	YGL023C	PIB2	divergent	-,+	419.51	590.27	1009.78	0.85	1008.93	427.9	603.6	1031.5	2.84	1028.66	1141.77	1102.32
7	454646	454756	111	454706	94	YGL021W	ALK1	directional	+,+	22.7	23.69	46.39	0.37	46.03	25.17	26.16	51.33	2.35	48.98	52.09	52.48
7	457916	458087	172	458006.5	195	YGL020C	GET1	divergent	-,+	49.35	46.89	96.24	0.57	95.67	56.76	53.3	110.06	2.55	107.5	108.27	115.2
7	459677	459849	173	459768	244	YGL017W	ATE1	divergent	-,+	61.69	58.73	120.42	0.57	119.85	69.1	68.6	137.7	2.56	135.14	135.63	144.82
7	461429	461607	179	461523	194	YGL016W	KAP122	directional	+,+	41.95	53.8	95.75	0.59	95.15	46.89	61.2	108.09	2.58	105.51	107.68	113.06
7	464992	465103	112	465052.5	85	YGL015C	null	NA	NA	23.2	18.75	41.95	0.37	41.58	29.61	30.6	60.21	2.36	57.86	47.06	62
7	465498	465691	194	465599.5	396	YGL015C	null	divergent	-,+	80.94	114.5	195.44	0.64	194.8	87.36	118.94	206.3	2.63	203.67	220.45	218.26
7	472485	472791	307	472643	766	YGL012W	ERG4	divergent	-,+	186.56	191.49	378.05	1.02	377.04	192.97	195.44	388.42	3	385.42	426.68	413.01
7	475282	475412	131	475352	115	YGL011C	SCL1	divergent	-,+	25.66	31.09	56.76	0.43	56.32	32.57	34.05	66.63	2.42	64.21	63.74	68.81
7	478791	478992	202	478896.5	207	YGL009C	LEU1	directional	-,-	50.34	51.82	102.16	0.67	101.49	66.63	68.11	134.74	2.65	132.08	114.86	141.54
7	483040	484544	1505	483797	3193	YGL007C-A	null	divergent	-,+	827.17	748.7	1575.87	4.98	1570.89	833.59	752.65	1586.24	6.97	1579.27	1777.73	1692.36
7	485005	485356	352	485185.5	301	ARS719	null	divergent	-,+	68.11	80.45	148.56	1.16	147.39	81.93	86.86	168.79	3.15	165.64	166.8	177.5
7	492014	492111	98	492066.5	94	YGL004C	RPN14	directional	-,-	16.78	29.61	46.39	0.32	46.07	21.72	32.57	54.29	2.31	51.98	52.13	55.7
7	494359	494387	29	494377	25	YGL002W	ERP6	divergent	-,+	3.95	8.39	12.34	0.1	12.24	18.26	14.81	33.07	2.08	30.99	13.85	33.2
7	499973	500098	126	500039.5	115	YGR003W	CUL3	divergent	-,+	34.55	22.21	56.76	0.42	56.34	37.51	25.17	62.68	2.4	60.28	63.76	64.59
7	528688	528744	57	528720	37	YGR021W	null	directional	+,+	13.82	4.44	18.26	0.19	18.07	35.04	32.57	67.62	2.17	65.44	20.45	70.13
7	545027	545112	86	545073.5	61	snR46	SNR46	convergent	+,-	12.83	17.27	30.11	0.28	29.82	20.24	30.6	50.83	2.27	48.56	33.75	52.04
7	546254	546330	77	546296	58	YGR030C	POP6	divergent_overlapping	-,+	25.17	3.45	28.63	0.25	28.37	28.13	13.33	41.46	2.24	39.22	32.11	42.03
7	547186	548173	988	547683.5	1013	YGR031C-A	NAG1	divergent_overlapping	-,+	327.71	172.25	499.96	3.27	496.69	339.56	178.66	518.22	5.25	512.96	562.08	549.69
7	557699	557930	232	557818.5	129	YGR035W-A	null	convergent	+,-	38.5	25.17	63.67	0.77	62.9	40.47	34.55	75.02	2.75	72.27	71.18	77.44
7	560119	560284	166	560205.5	94	YGR037C	ACB1	divergent	-,+	23.2	23.2	46.39	0.55	45.84	33.56	31.09	64.65	2.53	62.12	51.88	66.57
7	576583	576809	227	576700	257	YGR040W	KSS1	directional	+,+	66.63	60.21	126.84	0.75	126.09	67.12	66.63	133.75	2.74	131.01	142.69	140.39
7	581666	581998	333	581836	301	ARS724	null	directional	-,-	64.65	83.9	148.56	1.1	147.45	80.94	90.81	171.75	3.09	168.66	166.87	180.74
7	584195	584707	513	584455	515	YGR046W	TAM41	divergent	-,+	52.81	201.36	254.17	1.7	252.48	59.72	215.18	274.9	3.68	271.22	285.72	290.64
7	589517	589731	215	589628	224	YGR047C	TFC4	divergent	-,+	63.67	46.89	110.55	0.71	109.84	66.63	50.34	116.97	2.7	114.27	124.3	122.45
7	591001	591161	161	591085	110	YGR048W	UFD1	directional	+,+	23.2	31.09	54.29	0.53	53.76	30.6	35.53	66.13	2.52	63.62	60.83	68.17
7	592641	593122	482	592885.5	484	YGR052W	FMP48	directional	+,+	123.39	115.49	238.87	1.59	237.28	143.13	129.8	272.93	3.58	269.35	268.52	288.63
7	596380	596429	50	596408.5	51	YGR054W	null	divergent	-,+	6.91	18.26	25.17	0.17	25.01	12.83	29.12	41.95	2.15	39.8	28.3	42.65
7	598862	599203	342	599036.5	807	YGR055W	MUP1	directional	+,+	262.07	136.22	398.29	1.13	397.16	265.52	139.18	404.7	3.12	401.59	449.45	430.34
7	601514	601613	100	601567.5	106	YGR056W	RSC1	directional	+,+	39.48	12.83	52.32	0.33	51.98	43.43	18.75	62.19	2.32	59.87	58.83	64.16
7	605650	605764	115	605711	89	YGR057C	LST7	divergent	-,+	19.74	24.18	43.93	0.38	43.54	30.6	39.48	70.08	2.37	67.72	49.28	72.57
7	609310	610474	1165	609896	6582	YGR060W	ERG25	directional	+,+	1407.58	1840.91	3248.48	3.85	3244.63	1428.31	1859.66	3287.97	5.84	3282.13	3671.83	3517.14
7	616148	616319	172	616237.5	246	YGR062C	COX18	directional	-,-	79.95	41.46	121.41	0.57	120.84	84.4	45.41	129.8	2.55	127.25	136.75	136.36
7	617327	617453	127	617394	142	YGR062C	COX18	directional	-,-	45.41	24.68	70.08	0.42	69.66	52.32	31.09	83.41	2.41	81	78.83	86.8
7	617892	618011	120	617955.5	83	YGR065C	VHT1	directional	-,-	22.7	18.26	40.96	0.4	40.57	26.16	24.68	50.83	2.38	48.45	45.91	51.92
7	619994	620210	217	620106	177	YGR065C	VHT1	directional	-,-	35.53	51.82	87.36	0.72	86.64	48.86	54.78	103.64	2.7	100.94	98.05	108.17
7	625007	626188	1182	625601.5	2224	YGR068C	ART5	NA	NA	532.53	565.1	1097.63	3.91	1093.72	543.88	572.01	1115.9	5.9	1110	1237.73	1189.48
7	627125	627673	549	627403	966	YGR068C	ART5	divergent	-,+	158.43	318.33	476.76	1.82	474.94	163.36	325.74	489.1	3.8	485.3	537.48	520.05
7	635559	635671	113	635619	71	YGR074W	SMD1	directional_overlapping	+,+	25.17	9.87	35.04	0.37	34.67	31.59	20.24	51.82	2.36	49.46	39.23	53
7	640406	640758	353	640586	2300	YGR079W	null	divergent	-,+	449.12	686.02	1135.14	1.17	1133.98	452.08	692.44	1144.52	3.15	1141.37	1283.28	1223.09
7	641823	641926	104	641878.5	80	YGR079W	null	directional	+,+	19.74	19.74	39.48	0.34	39.14	23.2	24.18	47.38	2.33	45.05	44.29	48.28
7	643816	643949	134	643886.5	147	YGR081C	SLX9	divergent	-,+	44.42	28.13	72.55	0.44	72.11	46.39	30.11	76.5	2.43	74.07	81.6	79.37
7	650845	651566	722	651209.5	1025	YGR087C	PDC6	directional	-,-	306	199.88	505.88	2.39	503.49	313.89	205.31	519.2	4.37	514.83	569.78	551.69
7	654063	654133	70	654102	58	YGR088W	CTT1	divergent	-,+	12.34	16.29	28.63	0.23	28.39	16.29	21.22	37.51	2.22	35.29	32.13	37.82
7	661847	661924	78	661889.5	44	tT(UGU)G1	null	directional	+,+	9.38	12.34	21.72	0.26	21.46	25.66	28.63	54.29	2.24	52.05	24.28	55.77
7	667840	668019	180	667933.5	155	YGR091W	PRP31	directional	+,+	40.47	36.03	76.5	0.6	75.9	41.95	38.5	80.45	2.58	77.87	85.9	83.44
7	671956	672154	199	672059	172	YGR094W	VAS1	directional	+,+	48.37	36.52	84.89	0.66	84.23	50.34	37.02	87.36	2.64	84.71	95.32	90.78
7	677113	677280	168	677200.5	188	YGR096W	TPC1	NA	NA	40.47	52.32	92.79	0.56	92.23	64.16	72.06	136.22	2.54	133.68	104.37	143.25
7	677533	678287	755	677914	2148	YGR096W	TPC1	directional	+,+	504.89	555.23	1060.13	2.5	1057.63	538.95	596.69	1135.64	4.48	1131.15	1196.88	1212.15
7	678493	678554	62	678527.5	34	YGR097W	ASK10	directional	+,+	6.91	9.87	16.78	0.21	16.58	25.66	44.91	70.58	2.19	68.39	18.76	73.28
7	693195	693237	43	693220	39	YGR100W	MDR1	directional	+,+	13.33	5.92	19.25	0.14	19.11	19.74	13.33	33.07	2.13	30.94	21.62	33.15
7	695179	695340	162	695263.5	241	YGR102C	null	divergent	-,+	79.46	39.48	118.94	0.54	118.41	83.41	44.42	127.83	2.52	125.31	134	134.28
7	699878	700064	187	699975	604	YGR106C	VOA1	divergent	-,+	168.79	129.31	298.1	0.62	297.48	170.27	131.78	302.05	2.6	299.44	336.65	320.88
7	700782	700843	62	700816.5	59	tL(GAG)G	null	divergent	-,+	16.78	12.34	29.12	0.21	28.91	27.14	22.21	49.35	2.19	47.16	32.72	50.54
7	702677	703124	448	702904.5	568	YGR108W	CLB1	divergent	-,+	116.97	163.36	280.33	1.48	278.85	128.32	168.79	297.11	3.47	293.64	315.56	314.67
7	706857	707024	168	706944.5	251	tC(GCA)G	null	divergent_overlapping	-,+	41.95	81.93	123.88	0.56	123.32	49.35	87.85	137.2	2.54	134.66	139.56	144.31
7	712561	712697	137	712633	149	YGRWsigma5	null	directional_overlapping	+,+	42.94	30.6	73.54	0.45	73.08	43.93	31.09	75.02	2.44	72.58	82.71	77.78
7	713471	713629	159	713554	162	YGR110W	CLD1	directional_overlapping	+,+	43.93	36.03	79.95	0.53	79.43	49.35	49.85	99.2	2.51	96.69	89.89	103.61
7	718679	718787	109	718737	80	YGR113W	DAM1	directional	+,+	12.83	26.65	39.48	0.36	39.12	14.81	29.61	44.42	2.35	42.07	44.27	45.09
7	729832	729948	117	729895	86	YGR120C	COG2	directional	-,-	26.65	15.79	42.44	0.39	42.06	32.08	21.22	53.3	2.37	50.93	47.59	54.58
7	731005	731062	58	731038.5	54	tN(GUU)G	null	directional	-,-	18.26	8.39	26.65	0.19	26.46	27.14	22.7	49.85	2.18	47.67	29.94	51.08
7	733041	733822	782	733436.5	3490	YGR122W	null	NA	NA	978.69	743.77	1722.46	2.59	1719.87	982.64	750.68	1733.31	4.57	1728.74	1946.32	1852.53
