chr	type	start	stop	orientation	sysname	genename 
5	long_terminal_repeat	492695	492833	-	YERCdelta23	
5	LTR_retrotransposon	492695	498421	-	YERCTy1-2	
5	transposable_element_gene	492856	498124	-	YER160C	
5	CDS	492856	496821	-		
5	CDS	496823	498124	-		
5	plus_1_translational_frameshift	496822	496822	-		
5	transposable_element_gene	496802	498124	-	YER159C-A	
5	CDS	496802	498124	-		
5	long_terminal_repeat	498084	498421	-	YERCdelta24	
5	ARS	498884	499182	.	ARS520	
5	ARS_consensus_sequence	498884	498900	+	ARS520_ARS_consensus_sequence	
5	gene	499347	500348	-	YER161C	SPT2
5	CDS	499347	500348	-		
5	mRNA	499347	500348	-	YER161C_mRNA	
5	gene	500630	502894	-	YER162C	RAD4
5	CDS	500630	502894	-		
5	mRNA	500630	502894	-	YER162C_mRNA	
5	gene	503084	503782	-	YER163C	GCG1
5	CDS	503084	503782	-		
5	mRNA	503084	503782	-	YER163C_mRNA	
5	gene	505392	509798	+	YER164W	CHD1
5	CDS	505392	509798	+		
5	mRNA	505392	509798	+	YER164W_mRNA	
5	gene	510373	512106	+	YER165W	PAB1
5	CDS	510373	512106	+		
5	mRNA	510373	512106	+	YER165W_mRNA	
5	gene	512627	512983	-	YER165C-A	Dubious_ORF
5	CDS	512627	512983	-		
5	mRNA	512627	512983	-	YER165C-A_mRNA	
5	gene	512744	517459	+	YER166W	DNF1
5	CDS	512744	517459	+		
5	mRNA	512744	517459	+	YER166W_mRNA	
5	gene	518216	520771	+	YER167W	BCK2
5	CDS	518216	520771	+		
5	mRNA	518216	520771	+	YER167W_mRNA	
5	ARS	520772	521030	.	ARS521	
5	gene	521029	522669	-	YER168C	CCA1
5	CDS	521029	522669	-		
5	mRNA	521029	522669	-	YER168C_mRNA	
5	gene	523369	525759	+	YER169W	RPH1
5	CDS	523369	525759	+		
5	mRNA	523369	525759	+	YER169W_mRNA	
5	gene	525974	526651	+	YER170W	ADK2
5	CDS	525974	526651	+		
5	mRNA	525974	526651	+	YER170W_mRNA	
5	region	527082	529418	+		
5	gene	527082	529418	+	YER171W	RAD3
5	CDS	527082	529418	+		
5	mRNA	527082	529418	+	YER171W_mRNA	
5	gene	529530	536021	-	YER172C	BRR2
5	CDS	529530	536021	-		
5	mRNA	529530	536021	-	YER172C_mRNA	
5	gene	536275	536655	-	YER172C-A	Dubious_ORF
5	CDS	536275	536655	-		
5	mRNA	536275	536655	-	YER172C-A_mRNA	
5	gene	536300	538279	+	YER173W	RAD24
5	CDS	536300	538279	+		
5	mRNA	536300	538279	+	YER173W_mRNA	
5	gene	538434	539168	-	YER174C	GRX4
5	CDS	538434	539168	-		
5	mRNA	538434	539168	-	YER174C_mRNA	
5	gene	539464	540363	-	YER175C	TMT1
5	CDS	539464	540363	-		
5	mRNA	539464	540363	-	YER175C_mRNA	
5	gene	540650	540814	+	YER175W-A	Dubious_ORF
5	CDS	540650	540814	+		
5	mRNA	540650	540814	+	YER175W-A_mRNA	
5	gene	541690	545055	+	YER176W	ECM32
5	CDS	541690	545055	+		
5	mRNA	541690	545055	+	YER176W_mRNA	
5	gene	545611	546414	+	YER177W	BMH1
5	CDS	545611	546414	+		
5	mRNA	545611	546414	+	YER177W_mRNA	
5	gene	546817	548079	+	YER178W	PDA1
5	CDS	546817	548079	+		
5	mRNA	546817	548079	+	YER178W_mRNA	
5	gene	548421	549517	+	YER179W	DMC1
5	CDS	548421	548552	+		
5	CDS	548645	549517	+		
5	intron	548553	548644	+		
5	mRNA	548421	549517	+	YER179W_mRNA	
5	ARS	549566	549814	.	ARS522	
5	gene	549724	550527	-	YER180C	ISC10
5	CDS	549724	550527	-		
5	mRNA	549724	550527	-	YER180C_mRNA	
5	gene	550865	551122	-	YER180C-A	SLO1
5	CDS	550865	551122	-		
5	mRNA	550865	551122	-	YER180C-A_mRNA	
5	tRNA_gene	551285	551358	-	tI%28AAU%29E2	
5	noncoding_exon	551285	551358	-		
5	long_terminal_repeat	551442	551773	+	YERWdelta25	
5	gene	551473	551796	-	YER181C	Dubious_ORF
5	CDS	551473	551796	-		
5	mRNA	551473	551796	-	YER181C_mRNA	
5	long_terminal_repeat	552040	552267	-	YERCdelta26	
5	gene	552525	553259	+	YER182W	FMP10
5	CDS	552525	553259	+		
5	mRNA	552525	553259	+	YER182W_mRNA	
5	gene	553334	553969	-	YER183C	FAU1
5	CDS	553334	553969	-		
5	mRNA	553334	553969	-	YER183C_mRNA	
5	gene	556296	558680	-	YER184C	TOG1
5	CDS	556296	558680	-		
5	mRNA	556296	558680	-	YER184C_mRNA	
5	gene	559454	560365	+	YER185W	PUG1
5	CDS	559454	560365	+		
5	mRNA	559454	560365	+	YER185W_mRNA	
5	gene	561705	562625	-	YER186C	Dubious_ORF
5	CDS	561705	562625	-		
5	mRNA	561705	562625	-	YER186C_mRNA	
5	long_terminal_repeat	563928	564024	-	YERComega1	
5	gene	566230	566655	+	YER187W	Dubious_ORF
5	CDS	566230	566655	+		
5	mRNA	566230	566655	+	YER187W_mRNA	
5	gene	568040	568759	+	YER188W	Dubious_ORF
5	CDS	568040	568759	+		
5	mRNA	568040	568759	+	YER188W_mRNA	
5	long_terminal_repeat	568791	569024	+	YERWomega2	
5	telomere	569599	576874	+	TEL05R	
5	X_element	569599	570060	+	TEL05R_X_element	
5	X_element_combinatorial_repeat	570061	570329	+	TEL05R_X_element_combinatorial_repeat	
5	Y_prime_element	570330	576874	+	TEL05R_Y_prime_element	
5	gene	569608	569907	-	YER188C-A	Dubious_ORF
5	CDS	569608	569907	-		
5	mRNA	569608	569907	-	YER188C-A_mRNA	
5	ARS	569618	569695	.	ARS523	
5	ARS_consensus_sequence	569629	569645	+	ARS523_ARS_consensus_sequence	
5	gene	571155	571523	+	YER189W	Dubious_ORF
5	CDS	571155	571523	+		
5	mRNA	571155	571523	+	YER189W_mRNA	
5	gene	571480	576525	+	YER190W	YRF1-2
5	CDS	571480	576525	+		
5	mRNA	571480	576525	+	YER190W_mRNA	
5	gene	574804	575379	-	YER190C-A	Dubious_ORF
5	CDS	574804	575379	-		
5	mRNA	574804	575379	-	YER190C-A_mRNA	
5	gene	575680	576162	-	YER190C-B	Dubious_ORF
5	CDS	575680	576162	-		
5	mRNA	575680	576162	-	YER190C-B_mRNA	
6	chromosome	1	270161	.	6	
6	telomere	1	5530	-	TEL06L	
6	X_element	5068	5530	-	TEL06L_X_element	
6	X_element_combinatorial_repeat	4820	5067	-	TEL06L_X_element_combinatorial_repeat	
6	Y_prime_element	1	4684	-	TEL06L_Y_prime_element	
6	telomeric_repeat	4685	4819	-	TEL06L_telomeric_repeat	
6	gene	53	535	+	YFL068W	Dubious_ORF
6	CDS	53	535	+		
6	mRNA	53	535	+	YFL068W_mRNA	
6	gene	836	1363	+	YFL067W	Dubious_ORF
6	CDS	836	1363	+		
6	mRNA	836	1363	+	YFL067W_mRNA	
6	gene	1437	2615	-	YFL066C	Dubious_ORF
6	CDS	1437	2615	-		
6	mRNA	1437	2615	-	YFL066C_mRNA	
6	gene	3030	3338	-	YFL065C	Dubious_ORF
6	CDS	3030	3338	-		
6	mRNA	3030	3338	-	YFL065C_mRNA	
6	gene	3322	3846	-	YFL064C	Dubious_ORF
6	CDS	3322	3846	-		
6	mRNA	3322	3846	-	YFL064C_mRNA	
6	gene	5066	5521	+	YFL063W	Dubious_ORF
6	CDS	5066	5521	+		
6	mRNA	5066	5521	+	YFL063W_mRNA	
6	ARS	5426	5529	.	ARS600	ARS600
6	ARS_consensus_sequence	5482	5492	-	ARS600_ARS_consensus_sequence	
6	gene	6426	7565	+	YFL062W	COS4
6	CDS	6426	7565	+		
6	mRNA	6426	7565	+	YFL062W_mRNA	
6	gene	9545	10222	+	YFL061W	DDI2
6	CDS	9545	10222	+		
6	mRNA	9545	10222	+	YFL061W_mRNA	
6	gene	10301	10969	-	YFL060C	SNO3
6	CDS	10301	10969	-		
6	mRNA	10301	10969	-	YFL060C_mRNA	
6	gene	11363	12259	+	YFL059W	SNZ3
6	CDS	11363	12259	+		
6	mRNA	11363	12259	+	YFL059W_mRNA	
6	gene	12929	13951	+	YFL058W	THI5
6	CDS	12929	13951	+		
6	mRNA	12929	13951	+	YFL058W_mRNA	
6	pseudogene	14305	15431	-	YFL056C	AAD6
6	gene	17004	18680	+	YFL055W	AGP3
6	CDS	17004	18680	+		
6	mRNA	17004	18680	+	YFL055W_mRNA	
6	ARS	20702	20900	.	ARS600.4	
6	gene	20847	22787	-	YFL054C	Dubious_ORF
6	CDS	20847	22787	-		
6	mRNA	20847	22787	-	YFL054C_mRNA	
6	gene	23423	25198	+	YFL053W	DAK2
6	CDS	23423	25198	+		
6	mRNA	23423	25198	+	YFL053W_mRNA	
6	gene	28232	29629	+	YFL052W	ZNF1
6	CDS	28232	29629	+		
6	mRNA	28232	29629	+	YFL052W_mRNA	
6	gene	30058	30540	-	YFL051C	Dubious_ORF
6	CDS	30058	30540	-		
6	mRNA	30058	30540	-	YFL051C_mRNA	
6	ARS	32473	32995	.	ARS601	ARS601
6	ARS_consensus_sequence	32708	32718	+	ARS601_ARS_consensus_sequence	
6	ARS	32667	33247	.	ARS602	ARS602
6	ARS_consensus_sequence	32960	32970	-	ARS602_ARS_consensus_sequence	
6	gene	33272	35848	-	YFL050C	ALR2
6	CDS	33272	35848	-		
6	mRNA	33272	35848	-	YFL050C_mRNA	
6	gene	36803	38674	+	YFL049W	SWP82
6	CDS	36803	38674	+		
6	mRNA	36803	38674	+	YFL049W_mRNA	
6	gene	38843	40180	-	YFL048C	EMP47
6	CDS	38843	40180	-		
6	mRNA	38843	40180	-	YFL048C_mRNA	
6	gene	40421	42565	+	YFL047W	RGD2
6	CDS	40421	42565	+		
6	mRNA	40421	42565	+	YFL047W_mRNA	
6	gene	42815	43438	+	YFL046W	FMP32
6	CDS	42815	43438	+		
6	mRNA	42815	43438	+	YFL046W_mRNA	
6	gene	43628	44392	-	YFL045C	SEC53
6	CDS	43628	44392	-		
6	mRNA	43628	44392	-	YFL045C_mRNA	
6	gene	44655	45560	-	YFL044C	OTU1
6	CDS	44655	45560	-		
6	mRNA	44655	45560	-	YFL044C_mRNA	
6	gene	45720	47744	-	YFL042C	LAM5
6	CDS	45720	47744	-		
6	mRNA	45720	47744	-	YFL042C_mRNA	
6	gene	48734	48925	+	YFL041W-A	Dubious_ORF
6	CDS	48734	48925	+		
6	mRNA	48734	48925	+	YFL041W-A_mRNA	
6	gene	49139	51007	+	YFL041W	FET5
6	CDS	49139	51007	+		
6	mRNA	49139	51007	+	YFL041W_mRNA	
6	gene	51350	52972	+	YFL040W	Dubious_ORF
6	CDS	51350	52972	+		
6	mRNA	51350	52972	+	YFL040W_mRNA	
6	gene	53260	54696	-	YFL039C	ACT1
6	CDS	53260	54377	-		
6	CDS	54687	54696	-		
6	intron	54378	54686	-		
6	mRNA	53260	54696	-	YFL039C_mRNA	
6	region	55366	55986	-		
6	gene	55366	55986	-	YFL038C	YPT1
6	CDS	55366	55986	-		
6	mRNA	55366	55986	-	YFL038C_mRNA	
6	gene	56336	57709	+	YFL037W	TUB2
6	CDS	56336	57709	+		
6	mRNA	56336	57709	+	YFL037W_mRNA	
6	ncRNA_gene	57815	58521	-	RUF21	RUF21
6	noncoding_exon	57815	58521	-		
6	gene	58782	62837	+	YFL036W	RPO41
6	CDS	58782	62837	+		
6	mRNA	58782	62837	+	YFL036W_mRNA	
6	gene	63016	63993	-	YFL034C-B	MOB2
6	CDS	63016	63859	-		
6	CDS	63974	63993	-		
6	intron	63860	63973	-		
6	mRNA	63016	63993	-	YFL034C-B_mRNA	
6	gene	64243	64932	-	YFL034C-A	RPL22B
6	CDS	64243	64599	-		
6	CDS	64921	64932	-		
6	intron	64600	64920	-		
6	mRNA	64243	64932	-	YFL034C-A_mRNA	
6	gene	65477	68698	+	YFL034W	Dubious_ORF
6	CDS	65477	68698	+		
6	mRNA	65477	68698	+	YFL034W_mRNA	
6	ARS	68759	68861	.	ARS603	ARS603
6	ARS_consensus_sequence	68829	68839	+	ARS603_ARS_consensus_sequence_1	
6	ARS_consensus_sequence	68845	68855	-	ARS603_ARS_consensus_sequence_2	
6	gene	69115	74427	-	YFL033C	RIM15
6	CDS	69115	74427	-		
6	mRNA	69115	74427	-	YFL033C_mRNA	
6	gene	74872	75192	+	YFL032W	Dubious_ORF
6	CDS	74872	75192	+		
6	mRNA	74872	75192	+	YFL032W_mRNA	
6	gene	75179	76147	+	YFL031W	HAC1
6	CDS	75179	75839	+		
6	CDS	76092	76147	+		
6	intron	75840	76091	+		
6	mRNA	75179	76147	+	YFL031W_mRNA	
6	gene	76014	76115	-	YFL031C-A	Dubious_ORF
6	CDS	76014	76115	-		
6	mRNA	76014	76115	-	YFL031C-A_mRNA	
6	gene	76831	77988	+	YFL030W	AGX1
6	CDS	76831	77988	+		
6	mRNA	76831	77988	+	YFL030W_mRNA	
6	gene	78055	79161	-	YFL029C	CAK1
6	CDS	78055	79161	-		
6	mRNA	78055	79161	-	YFL029C_mRNA	
6	gene	79344	80213	-	YFL028C	CAF16
6	CDS	79344	80213	-		
6	mRNA	79344	80213	-	YFL028C_mRNA	
6	gene	80419	81912	-	YFL027C	GYP8
6	CDS	80419	81912	-		
6	mRNA	80419	81912	-	YFL027C_mRNA	
6	gene	82580	83875	+	YFL026W	STE2
6	CDS	82580	83875	+		
6	mRNA	82580	83875	+	YFL026W_mRNA	
6	gene	84145	87234	-	YFL025C	BST1
6	CDS	84145	87234	-		
6	mRNA	84145	87234	-	YFL025C_mRNA	
6	gene	87847	90345	-	YFL024C	EPL1
6	CDS	87847	90345	-		
6	mRNA	87847	90345	-	YFL024C_mRNA	
6	gene	90986	93376	+	YFL023W	BUD27
6	CDS	90986	93376	+		
6	mRNA	90986	93376	+	YFL023W_mRNA	
6	gene	93499	95010	-	YFL022C	FRS2
6	CDS	93499	95010	-		
6	mRNA	93499	95010	-	YFL022C_mRNA	
6	gene	95761	96615	-	YFL021C-A	Dubious_ORF
6	CDS	95761	96615	-		
6	mRNA	95761	96615	-	YFL021C-A_mRNA	
6	gene	95966	97498	+	YFL021W	GAT1
6	CDS	95966	97498	+		
6	mRNA	95966	97498	+	YFL021W_mRNA	
6	gene	99231	99599	-	YFL020C	PAU5
6	CDS	99231	99599	-		
6	mRNA	99231	99599	-	YFL020C_mRNA	
6	gene	100252	100605	-	YFL019C	Dubious_ORF
6	CDS	100252	100605	-		
6	mRNA	100252	100605	-	YFL019C_mRNA	
6	long_terminal_repeat	100581	100901	+	YFLWdelta1	
6	tRNA_gene	101376	101478	+	tP%28UGG%29F	SUF9
6	intron	101412	101442	+		
6	noncoding_exon	101376	101411	+		
6	noncoding_exon	101443	101478	+		
6	gene	101628	103127	-	YFL018C	LPD1
6	CDS	101628	103127	-		
6	mRNA	101628	103127	-	YFL018C_mRNA	
6	gene	103699	103932	+	YFL017W-A	SMX2
6	CDS	103699	103932	+		
6	mRNA	103699	103932	+	YFL017W-A_mRNA	
6	gene	103983	104462	-	YFL017C	GNA1
6	CDS	103983	104462	-		
6	mRNA	103983	104462	-	YFL017C_mRNA	
6	ARS	104463	104701	.	ARS603.1	
6	gene	104701	106236	-	YFL016C	MDJ1
6	CDS	104701	106236	-		
6	mRNA	104701	106236	-	YFL016C_mRNA	
6	gene	106415	106732	+	YFL015W-A	Dubious_ORF
6	CDS	106415	106732	+		
6	mRNA	106415	106732	+	YFL015W-A_mRNA	
6	gene	106469	106963	-	YFL015C	Dubious_ORF
6	CDS	106469	106963	-		
6	mRNA	106469	106963	-	YFL015C_mRNA	
6	gene	107256	107585	+	YFL014W	HSP12
6	CDS	107256	107585	+		
6	mRNA	107256	107585	+	YFL014W_mRNA	
6	gene	107799	108602	+	YFL013W-A	Dubious_ORF
6	CDS	107799	108602	+		
6	mRNA	107799	108602	+	YFL013W-A_mRNA	
6	gene	107852	109930	-	YFL013C	IES1
6	CDS	107852	109930	-		
6	mRNA	107852	109930	-	YFL013C_mRNA	
6	gene	109810	110184	+	YFL012W-A	Dubious_ORF
6	CDS	109810	110184	+		
6	mRNA	109810	110184	+	YFL012W-A_mRNA	
6	gene	110647	111093	+	YFL012W	Dubious_ORF
6	CDS	110647	111093	+		
6	mRNA	110647	111093	+	YFL012W_mRNA	
6	gene	112345	113985	+	YFL011W	HXT10
6	CDS	112345	113985	+		
6	mRNA	112345	113985	+	YFL011W_mRNA	
6	gene	114990	115274	+	YFL010W-A	AUA1
6	CDS	114990	115274	+		
6	mRNA	114990	115274	+	YFL010W-A_mRNA	
6	gene	115108	115743	-	YFL010C	WWM1
6	CDS	115108	115743	-		
6	mRNA	115108	115743	-	YFL010C_mRNA	
6	gene	116145	118484	+	YFL009W	CDC4
6	CDS	116145	118484	+		
6	mRNA	116145	118484	+	YFL009W_mRNA	
6	ARS	118637	118957	.	ARS603.5	ARS603.5
6	ARS_consensus_sequence	118678	118688	-	ARS603.5_ARS_consensus_sequence	
6	region	119429	123106	+		
6	gene	119429	123106	+	YFL008W	SMC1
6	CDS	119429	123106	+		
6	mRNA	119429	123106	+	YFL008W_mRNA	
6	gene	123479	129910	+	YFL007W	BLM10
6	CDS	123479	129910	+		
6	mRNA	123479	129910	+	YFL007W_mRNA	
6	ARS	127751	128071	.	ARS604	ARS604
6	ARS_consensus_sequence	127869	127879	+	ARS604_ARS_consensus_sequence	
6	gene	130334	130981	+	YFL005W	SEC4
6	CDS	130334	130981	+		
6	mRNA	130334	130981	+	YFL005W_mRNA	
6	ncRNA_gene	131061	131503	-	RUF20	RUF20
6	noncoding_exon	131061	131503	-		
6	gene	131810	134296	+	YFL004W	VTC2
6	CDS	131810	134296	+		
6	mRNA	131810	134296	+	YFL004W_mRNA	
6	gene	134521	137157	-	YFL003C	MSH4
6	CDS	134521	137157	-		
6	mRNA	134521	137157	-	YFL003C_mRNA	
6	ARS	135985	136085	.	ARS605	ARS605
6	ARS_consensus_sequence	136037	136047	-	ARS605_ARS_consensus_sequence	
6	tRNA_gene	137486	137559	-	tN%28GUU%29F	
6	noncoding_exon	137486	137559	-		
6	long_terminal_repeat	137663	137912	+	YFLWdelta2	
6	long_terminal_repeat	137913	138240	+	YFLWdelta3	
6	LTR_retrotransposon	137913	143871	+	YFLWTy2-1	
6	transposable_element_gene	138204	139520	+	YFL002W-B	
6	CDS	138204	139520	+		
6	transposable_element_gene	138204	143517	+	YFL002W-A	
6	CDS	138204	139496	+		
6	CDS	139498	143517	+		
6	plus_1_translational_frameshift	139497	139497	+		
6	long_terminal_repeat	143540	143871	+	YFLWdelta4	
6	long_terminal_repeat	143872	143947	+	YFLWdelta5	
6	long_terminal_repeat	144203	144523	+	YFLWtau1	
6	long_terminal_repeat	144524	144822	-	YFLCdelta6	
6	gene	145114	146934	-	YFL002C	SPB4
6	CDS	145114	146934	-		
6	mRNA	145114	146934	-	YFL002C_mRNA	
6	gene	147131	148459	+	YFL001W	DEG1
6	CDS	147131	148459	+		
6	mRNA	147131	148459	+	YFL001W_mRNA	
6	centromere	148510	148627	+	CEN6	CEN6
6	centromere_DNA_Element_I	148510	148519	+		
6	centromere_DNA_Element_II	148520	148602	+		
6	centromere_DNA_Element_III	148603	148627	+		
6	gene	149110	149724	+	YFR001W	LOC1
6	CDS	149110	149724	+		
6	mRNA	149110	149724	+	YFR001W_mRNA	
6	gene	150016	152535	+	YFR002W	NIC96
6	CDS	150016	152535	+		
6	mRNA	150016	152535	+	YFR002W_mRNA	
6	gene	152657	153124	-	YFR003C	YPI1
6	CDS	152657	153124	-		
6	mRNA	152657	153124	-	YFR003C_mRNA	
6	gene	153393	154313	+	YFR004W	RPN11
6	CDS	153393	154313	+		
6	mRNA	153393	154313	+	YFR004W_mRNA	
6	gene	154527	155873	-	YFR005C	SAD1
6	CDS	154527	155873	-		
6	mRNA	154527	155873	-	YFR005C_mRNA	
6	gene	156145	157752	+	YFR006W	Dubious_ORF
6	CDS	156145	157752	+		
6	mRNA	156145	157752	+	YFR006W_mRNA	
6	tRNA_gene	157916	158007	-	tF%28GAA%29F	
6	intron	157952	157970	-		
6	noncoding_exon	157916	157951	-		
6	noncoding_exon	157971	158007	-		
6	long_terminal_repeat	158376	158686	+	YFRWdelta7	
6	gene	159299	160360	+	YFR007W	YFH7
6	CDS	159299	160360	+		
6	mRNA	159299	160360	+	YFR007W_mRNA	
6	gene	160535	161200	+	YFR008W	FAR7
6	CDS	160535	161200	+		
6	mRNA	160535	161200	+	YFR008W_mRNA	
6	long_terminal_repeat	161804	162135	-	YFRCdelta8	
6	tRNA_gene	162228	162298	+	tG%28GCC%29F1	SUF20
6	noncoding_exon	162228	162298	+		
6	gene	162488	164746	+	YFR009W	GCN20
6	CDS	162488	164746	+		
6	mRNA	162488	164746	+	YFR009W_mRNA	
6	gene	163875	164132	+	YFR009W-A	Dubious_ORF
6	CDS	163875	164132	+		
6	mRNA	163875	164132	+	YFR009W-A_mRNA	
6	gene	165067	166566	+	YFR010W	UBP6
6	CDS	165067	166566	+		
6	mRNA	165067	166566	+	YFR010W_mRNA	
6	gene	166728	166916	+	YFR010W-A	Dubious_ORF
6	CDS	166728	166916	+		
6	mRNA	166728	166916	+	YFR010W-A_mRNA	
6	gene	166746	167258	-	YFR011C	MIC19
6	CDS	166746	167258	-		
6	mRNA	166746	167258	-	YFR011C_mRNA	
6	tRNA_gene	167437	167525	+	tY%28GUA%29F1	SUP11
6	intron	167476	167489	+		
6	noncoding_exon	167437	167475	+		
6	noncoding_exon	167490	167525	+		
6	ARS	167547	167801	.	ARS606	ARS606
6	ARS_consensus_sequence	167726	167736	-	ARS606_ARS_consensus_sequence	
6	gene	167888	168496	+	YFR012W	DCV1
6	CDS	167888	168496	+		
6	mRNA	167888	168496	+	YFR012W_mRNA	
6	gene	169224	169310	+	YFR012W-A	Dubious_ORF
6	CDS	169224	169310	+		
6	mRNA	169224	169310	+	YFR012W-A_mRNA	
6	gene	169922	172285	+	YFR013W	IOC3
6	CDS	169922	172285	+		
6	mRNA	169922	172285	+	YFR013W_mRNA	
6	gene	172537	173877	-	YFR014C	CMK1
6	CDS	172537	173877	-		
6	mRNA	172537	173877	-	YFR014C_mRNA	
6	gene	174265	176391	-	YFR015C	GSY1
6	CDS	174265	176391	-		
6	mRNA	174265	176391	-	YFR015C_mRNA	
6	gene	177042	180743	-	YFR016C	Dubious_ORF
6	CDS	177042	180743	-		
6	mRNA	177042	180743	-	YFR016C_mRNA	
6	tRNA_gene	180974	181044	-	tG%28GCC%29F2	
6	noncoding_exon	180974	181044	-		
6	gene	182274	182861	-	YFR017C	IGD1
6	CDS	182274	182861	-		
6	mRNA	182274	182861	-	YFR017C_mRNA	
6	gene	183131	184222	-	YFR018C	Dubious_ORF
6	CDS	183131	184222	-		
6	mRNA	183131	184222	-	YFR018C_mRNA	
6	gene	184502	191338	+	YFR019W	FAB1
6	CDS	184502	191338	+		
6	mRNA	184502	191338	+	YFR019W_mRNA	
6	tRNA_gene	191513	191613	-	tS%28GCU%29F	
6	intron	191558	191576	-		
6	noncoding_exon	191513	191557	-		
6	noncoding_exon	191577	191613	-		
6	long_terminal_repeat	191685	191854	-	YFRCdelta9	
6	gene	192737	193435	+	YFR020W	Dubious_ORF
6	CDS	192737	193435	+		
6	mRNA	192737	193435	+	YFR020W_mRNA	
6	gene	194812	196314	+	YFR021W	ATG18
6	CDS	194812	196314	+		
6	mRNA	194812	196314	+	YFR021W_mRNA	
6	gene	196833	199034	+	YFR022W	ROG3
6	CDS	196833	199034	+		
6	mRNA	196833	199034	+	YFR022W_mRNA	
6	ncRNA_gene	199299	199813	-	RUF22	RUF22
6	noncoding_exon	199299	199813	-		
6	ARS	199395	199505	.	ARS607	ARS607
6	ARS_consensus_sequence	199416	199426	+	ARS607_ARS_consensus_sequence	
6	gene	199874	201709	+	YFR023W	PES4
6	CDS	199874	201709	+		
6	mRNA	199874	201709	+	YFR023W_mRNA	
6	gene	201960	203433	-	YFR024C-A	LSB3
6	CDS	201960	203292	-		
6	CDS	203387	203433	-		
6	intron	203293	203386	-		
6	mRNA	201960	203433	-	YFR024C-A_mRNA	
6	region	203743	204750	-		
6	gene	203743	204750	-	YFR025C	HIS2
6	CDS	203743	204750	-		
6	mRNA	203743	204750	-	YFR025C_mRNA	
6	tRNA_gene	204924	204996	-	tA%28AGC%29F	
6	noncoding_exon	204924	204996	-		
6	gene	205748	206257	-	YFR026C	ULI1
6	CDS	205748	206257	-		
6	mRNA	205748	206257	-	YFR026C_mRNA	
6	long_terminal_repeat	206922	207138	+	YFRWdelta10	
6	gene	207452	208297	+	YFR027W	ECO1
6	CDS	207452	208297	+		
6	mRNA	207452	208297	+	YFR027W_mRNA	
6	gene	208413	210068	-	YFR028C	CDC14
6	CDS	208413	210068	-		
6	mRNA	208413	210068	-	YFR028C_mRNA	
6	tRNA_gene	210619	210707	-	tY%28GUA%29F2	SUP6
6	intron	210655	210668	-		
6	noncoding_exon	210619	210654	-		
6	noncoding_exon	210669	210707	-		
6	gene	210937	212973	+	YFR029W	PTR3
6	CDS	210937	212973	+		
6	mRNA	210937	212973	+	YFR029W_mRNA	
6	gene	213312	216419	+	YFR030W	MET10
6	CDS	213312	216419	+		
6	mRNA	213312	216419	+	YFR030W_mRNA	
6	ARS	216357	216704	.	ARS608	ARS608
6	ARS_consensus_sequence	216484	216494	+	ARS608_ARS_consensus_sequence	
6	gene	216594	220106	-	YFR031C	SMC2
6	CDS	216594	220106	-		
6	mRNA	216594	220106	-	YFR031C_mRNA	
6	gene	220507	221418	-	YFR031C-A	RPL2A
6	CDS	220507	221267	-		
6	CDS	221415	221418	-		
6	intron	221268	221414	-		
6	mRNA	220507	221418	-	YFR031C-A_mRNA	
6	ncRNA_gene	221714	221967	+	RUF23	RUF23
6	noncoding_exon	221714	221967	+		
6	gene	222090	222959	-	YFR032C	RRT5
6	CDS	222090	222959	-		
6	mRNA	222090	222959	-	YFR032C_mRNA	
6	gene	223258	223771	-	YFR032C-A	RPL29
6	CDS	223258	223437	-		
6	five_prime_UTR_intron	223441	223771	-		
6	mRNA	223258	223771	-	YFR032C-A_mRNA	
6	gene	223710	223973	-	YFR032C-B	Dubious_ORF
6	CDS	223710	223973	-		
6	mRNA	223710	223973	-	YFR032C-B_mRNA	
6	gene	224326	224769	-	YFR033C	QCR6
6	CDS	224326	224769	-		
6	mRNA	224326	224769	-	YFR033C_mRNA	
6	gene	225020	225958	-	YFR034C	PHO4
6	CDS	225020	225958	-		
6	mRNA	225020	225958	-	YFR034C_mRNA	
6	gene	226022	226309	+	YFR034W-A	Dubious_ORF
6	CDS	226022	226309	+		
6	mRNA	226022	226309	+	YFR034W-A_mRNA	
6	gene	226121	226465	-	YFR035C	Dubious_ORF
6	CDS	226121	226465	-		
6	mRNA	226121	226465	-	YFR035C_mRNA	
6	tRNA_gene	226688	226760	-	tK%28CUU%29F	
6	noncoding_exon	226688	226760	-		
6	gene	226963	227337	+	YFR036W	CDC26
6	CDS	226963	227337	+		
6	mRNA	226963	227337	+	YFR036W_mRNA	
6	gene	227451	228101	+	YFR036W-A	Dubious_ORF
6	CDS	227451	228101	+		
6	mRNA	227451	228101	+	YFR036W-A_mRNA	
6	gene	227513	229186	-	YFR037C	RSC8
6	CDS	227513	229186	-		
6	mRNA	227513	229186	-	YFR037C_mRNA	
6	gene	229380	231941	+	YFR038W	IRC5
6	CDS	229380	231941	+		
6	mRNA	229380	231941	+	YFR038W_mRNA	
6	gene	232012	233544	-	YFR039C	OSW7
6	CDS	232012	233544	-		
6	mRNA	232012	233544	-	YFR039C_mRNA	
6	gene	234242	237250	+	YFR040W	SAP155
6	CDS	234242	237250	+		
